gameId,creationTime,gameDuration,seasonId,winner,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,t1_towerKills,t1_inhibitorKills,t1_baronKills,t1_dragonKills,t1_riftHeraldKills,t2_towerKills,t2_inhibitorKills,t2_baronKills,t2_dragonKills,t2_riftHeraldKills
3327581606,1.50437E+12,2310,9,1,2,2,1,1,1,1,8,1,1,1,1,6,0,0,3,0
3331184032,1.50463E+12,1438,9,1,1,1,1,1,1,1,11,4,1,1,1,0,0,0,1,0
3219978764,1.49722E+12,2202,9,1,2,1,1,1,1,1,11,4,1,3,1,1,0,0,0,0
3267213499,1.50027E+12,1351,9,2,2,2,0,0,2,0,0,0,0,0,0,5,0,0,2,0
3322707545,1.50403E+12,1400,9,2,2,2,0,0,2,0,2,0,0,0,0,7,0,0,2,0
3302106475,1.50265E+12,1675,9,2,1,2,2,0,1,0,1,0,0,2,0,6,1,0,1,0
3235294598,1.49821E+12,1379,9,1,2,2,1,1,1,0,8,1,1,2,0,1,0,0,0,0
3329680020,1.50454E+12,2463,9,2,1,2,2,1,1,2,5,0,1,2,0,9,1,1,2,1
3330475059,1.50459E+12,1367,9,1,1,1,1,0,1,0,9,1,0,1,0,0,0,0,0,0
3323865742,1.50411E+12,2114,9,1,2,1,1,1,1,0,10,3,1,2,0,3,0,0,1,0
3313178613,1.50335E+12,2311,9,2,1,2,2,2,2,0,2,0,0,0,0,8,1,1,3,0
3321021689,1.50391E+12,1784,9,2,1,1,0,2,1,0,2,0,0,2,0,3,0,1,1,0
3329116990,1.50447E+12,3072,9,2,1,2,2,2,2,0,3,0,0,0,0,11,4,2,5,0
3319301422,1.50377E+12,935,9,2,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0
3273969038,1.50073E+12,2396,9,2,1,1,2,2,2,0,6,0,0,2,0,10,2,2,2,0
3327930981,1.50439E+12,1146,9,1,2,1,1,0,1,0,11,2,0,2,0,0,0,0,0,0
3320765224,1.50387E+12,2276,9,2,1,1,2,0,2,0,5,0,0,1,0,7,1,0,2,0
3321085501,1.50392E+12,2700,9,1,2,2,1,2,2,0,9,4,0,1,0,6,1,1,3,0
3284885837,1.50147E+12,208,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3319410490,1.50378E+12,1672,9,2,2,2,2,0,2,0,0,0,0,0,0,10,3,0,2,0
3222173823,1.49738E+12,1960,9,2,2,2,2,0,1,0,0,0,0,1,0,10,3,0,2,0
3329059618,1.50447E+12,1703,9,1,2,2,1,1,1,2,9,2,1,1,0,4,0,0,2,1
3322300709,1.50399E+12,1631,9,2,2,2,2,2,2,2,0,0,0,0,0,9,1,1,3,1
3315005993,1.50348E+12,2166,9,2,1,2,2,2,2,0,3,0,0,0,0,11,4,1,3,0
3328235024,1.50444E+12,1367,9,1,1,1,1,0,1,1,7,1,0,1,1,1,0,0,0,0
3325899099,1.50427E+12,1781,9,2,1,2,2,0,2,2,4,0,0,0,0,9,2,0,4,1
3322411139,1.50401E+12,2526,9,1,2,1,1,1,1,0,8,1,2,2,0,4,0,0,2,0
3317568621,1.50366E+12,1574,9,1,1,2,1,0,1,1,7,1,0,2,1,3,0,0,0,0
3278485058,1.50102E+12,1315,9,1,1,1,0,0,1,0,5,0,0,1,0,1,0,0,0,0
3323450176,1.5041E+12,2236,9,1,2,2,1,2,1,2,10,2,0,4,0,4,0,2,1,1
3329355820,1.50449E+12,1647,9,2,1,1,2,2,1,0,4,0,0,1,0,11,3,1,2,0
3329523242,1.50452E+12,1400,9,1,1,1,1,1,1,1,10,2,1,1,1,0,0,0,0,0
3300523019,1.50255E+12,1592,9,1,1,2,1,0,1,0,9,1,0,2,0,2,0,0,0,0
3260960194,1.49987E+12,1489,9,1,2,1,1,1,1,2,11,4,1,3,0,1,0,0,0,1
3330029652,1.50455E+12,2286,9,2,1,1,1,2,2,1,9,2,0,1,1,8,1,2,3,0
3283544172,1.50136E+12,1550,9,1,1,1,1,1,1,0,9,2,1,1,0,3,0,0,1,0
3313865303,1.50341E+12,2018,9,1,2,2,1,1,2,2,8,1,2,0,0,4,0,0,4,1
3326688250,1.50434E+12,2378,9,2,2,2,2,2,2,2,1,0,0,0,0,10,2,1,5,1
3228575167,1.49779E+12,911,9,1,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0
3328059536,1.50443E+12,2047,9,1,1,2,1,1,2,1,10,2,1,1,1,3,0,0,2,0
3320779522,1.50387E+12,1955,9,1,1,2,2,1,1,2,8,1,1,3,0,9,2,0,1,1
3292256236,1.50202E+12,1574,9,2,2,2,2,2,1,0,0,0,0,1,0,11,3,1,1,0
3285648979,1.50153E+12,2083,9,2,1,1,2,0,2,0,3,0,0,1,0,8,1,0,2,0
3319744291,1.50383E+12,1748,9,1,2,1,1,0,1,0,8,1,0,2,0,1,0,0,0,0
3233271653,1.49807E+12,1693,9,2,2,1,2,2,2,0,1,0,0,0,0,10,2,1,2,0
3328257946,1.50444E+12,1255,9,1,1,1,1,0,1,1,6,1,0,1,1,0,0,0,0,0
3318631365,1.5037E+12,1842,9,2,1,2,2,0,1,2,1,0,0,2,0,8,1,0,2,1
3330134561,1.50456E+12,1619,9,1,2,1,1,0,0,0,7,1,0,0,0,1,0,0,0,0
3329879618,1.50455E+12,1552,9,2,1,2,2,2,2,2,0,0,0,0,0,9,2,1,2,1
3315337879,1.5035E+12,1359,9,1,1,1,1,0,1,0,8,1,0,2,0,0,0,0,0,0
3324357625,1.50414E+12,1597,9,2,2,2,2,0,2,0,0,0,0,0,0,11,4,0,1,0
3319890638,1.50384E+12,2377,9,2,2,2,2,1,2,0,1,0,1,0,0,10,3,0,4,0
3319065982,1.50376E+12,2121,9,2,2,1,2,1,2,0,3,0,1,0,0,10,2,0,4,0
3327210456,1.50435E+12,3328,9,1,1,2,1,2,1,0,7,1,1,3,0,7,0,1,2,0
3220489176,1.49728E+12,1948,9,1,2,1,1,0,1,0,9,2,0,3,0,2,0,0,0,0
3329988115,1.50455E+12,2560,9,1,1,2,1,1,1,0,7,1,1,2,0,3,0,0,1,0
3218051336,1.49711E+12,1726,9,1,1,1,1,1,1,1,9,3,1,3,1,2,0,0,0,0
3273955910,1.50073E+12,2494,9,1,2,2,1,1,2,2,9,2,1,0,0,7,0,1,4,1
3306378109,1.50291E+12,1932,9,2,1,2,2,2,2,1,3,0,0,0,1,10,3,2,3,0
3325854973,1.50426E+12,2149,9,1,2,2,1,1,2,1,10,2,2,1,1,4,0,0,3,0
3321667006,1.50395E+12,1729,9,2,1,2,2,0,2,0,0,0,0,1,0,9,3,0,1,0
3290591993,1.50188E+12,1873,9,2,2,2,2,0,1,0,2,0,0,2,0,9,2,0,1,0
3317891706,1.50368E+12,2898,9,1,1,2,1,0,2,0,10,3,0,1,0,3,0,0,3,0
3317698956,1.50367E+12,2100,9,2,1,1,2,0,1,0,5,0,0,3,0,7,1,0,0,0
3306848074,1.50294E+12,2048,9,2,2,2,2,2,2,1,2,0,0,0,1,7,2,2,4,0
3325741387,1.50423E+12,1670,9,1,2,2,1,1,2,2,8,2,1,1,0,6,1,0,2,1
3325298155,1.50421E+12,2100,9,2,1,1,2,1,2,1,5,0,1,1,1,9,1,0,3,0
3329216618,1.50447E+12,1755,9,1,2,1,1,0,1,1,11,4,0,2,1,1,0,0,0,0
3325562798,1.50421E+12,1819,9,1,2,2,1,2,2,0,9,3,0,2,0,5,0,1,2,0
3276082388,1.50089E+12,1412,9,1,1,1,1,1,1,1,11,3,1,2,1,0,0,0,0,0
3283697742,1.50138E+12,1579,9,1,1,1,1,0,1,2,11,3,0,2,0,0,0,0,0,1
3228196248,1.49774E+12,1299,9,1,2,1,1,0,1,0,8,1,0,2,0,1,0,0,0,0
3328076986,1.50443E+12,2299,9,2,1,1,2,0,1,0,3,0,0,2,0,8,1,0,1,0
3323442409,1.5041E+12,2075,9,1,1,1,1,1,1,1,10,3,1,3,1,3,0,0,0,0
3319441119,1.50378E+12,1869,9,2,1,1,2,0,2,0,2,0,0,0,0,10,3,0,2,0
3263331345,1.49999E+12,2295,9,2,1,1,1,2,1,1,7,1,0,3,1,10,2,1,1,0
3326346692,1.50429E+12,1135,9,1,1,1,1,0,1,0,9,3,0,2,0,0,0,0,0,0
3230623742,1.4979E+12,3025,9,2,2,1,2,1,2,0,7,0,1,4,0,7,2,0,1,0
3324155100,1.50412E+12,1688,9,1,2,2,1,1,2,2,11,2,1,2,0,4,0,0,1,1
3318820361,1.50374E+12,1230,9,1,1,1,0,0,1,1,7,0,0,1,1,2,0,0,1,0
3275942117,1.50085E+12,2507,9,1,2,2,1,2,2,0,7,1,1,3,0,3,0,1,1,0
3250588648,1.49917E+12,1997,9,2,1,2,2,2,2,2,4,0,0,0,0,9,1,1,2,1
3319715822,1.50382E+12,1876,9,2,2,2,2,2,2,2,1,0,0,0,0,10,2,1,3,1
3330134587,1.50456E+12,2685,9,2,1,2,1,1,2,2,5,1,2,0,0,11,3,1,4,1
3243187691,1.49868E+12,1770,9,2,2,2,2,2,2,2,0,0,0,0,0,10,3,1,4,1
3319504763,1.50378E+12,2675,9,1,1,1,1,1,1,2,11,4,1,3,0,6,0,1,1,1
3313871700,1.50341E+12,2331,9,1,1,2,1,1,2,0,9,2,1,0,0,4,0,0,2,0
3328007564,1.50441E+12,1557,9,2,2,2,2,2,2,2,2,0,0,0,0,9,4,1,3,1
3288405925,1.50171E+12,1353,9,1,1,1,1,1,1,1,11,4,1,3,1,0,0,0,0,0
3331121626,1.50463E+12,2505,9,2,2,1,2,1,1,0,4,0,2,2,0,7,1,1,2,0
3264021701,1.50005E+12,2315,9,2,2,2,2,2,2,0,4,0,0,1,0,8,2,1,4,0
3272272302,1.50059E+12,1413,9,2,2,2,2,0,2,2,1,0,0,0,0,6,1,0,1,1
3300517697,1.50255E+12,1592,9,2,1,1,1,0,1,0,5,1,0,1,0,9,2,0,1,0
3327231780,1.50435E+12,2310,9,2,1,1,2,2,2,2,5,0,0,2,0,10,2,2,2,1
3262821388,1.49998E+12,1637,9,1,1,1,1,0,0,0,9,2,0,0,0,1,0,0,0,0
3330161935,1.50456E+12,1722,9,1,2,1,1,1,1,1,11,3,1,3,1,0,0,0,0,0
3255360670,1.49947E+12,1658,9,2,2,2,2,2,2,0,0,0,0,0,0,11,3,1,3,0
3301391824,1.5026E+12,1488,9,2,1,2,2,2,2,2,0,0,0,0,0,7,1,1,3,1
3326857244,1.50435E+12,1349,9,1,1,1,1,0,1,1,9,1,0,1,1,0,0,0,0,0
3308173394,1.50301E+12,1837,9,1,1,1,1,0,1,0,11,3,0,1,0,1,0,0,1,0
3324583766,1.50418E+12,2077,9,2,1,2,2,1,2,1,3,0,1,0,1,7,1,0,4,0
3286830044,1.50161E+12,2544,9,1,1,1,2,1,2,2,7,1,2,3,0,11,4,0,2,1
3321180520,1.50392E+12,1788,9,1,2,1,1,1,1,1,9,1,1,3,1,0,0,0,0,0
3324574640,1.50418E+12,1768,9,2,2,1,2,1,1,1,3,0,1,3,1,8,1,0,0,0
3331074547,1.50463E+12,1767,9,1,1,2,1,1,2,2,7,1,1,1,0,3,0,0,2,1
3301419496,1.50262E+12,1921,9,2,1,2,2,1,1,2,3,0,1,2,0,10,2,1,1,1
3251769268,1.49924E+12,1474,9,1,2,1,1,1,2,0,11,3,1,1,0,0,0,0,1,0
3270340382,1.50046E+12,1897,9,2,2,2,2,2,1,2,1,0,0,1,0,8,1,1,3,1
3327749176,1.50438E+12,2597,9,2,1,1,2,2,1,1,2,0,0,3,1,8,3,1,2,0
3313524001,1.50338E+12,1702,9,1,2,2,1,1,2,1,11,2,1,1,1,4,0,0,2,0
3224911519,1.49756E+12,2564,9,2,1,1,2,1,2,1,5,0,1,0,1,9,2,1,4,0
3330156484,1.50456E+12,1786,9,2,2,2,2,0,2,0,2,0,0,0,0,9,1,0,3,0
3328312961,1.50444E+12,1531,9,2,2,2,2,2,2,2,1,0,0,0,0,9,2,1,3,1
3319265700,1.50377E+12,1356,9,2,1,2,0,0,2,0,1,0,0,0,0,3,0,0,1,0
3269653607,1.50042E+12,1468,9,2,1,2,0,0,2,0,1,0,0,0,0,5,0,0,2,0
3260906125,1.49986E+12,1504,9,1,2,1,1,0,2,1,8,1,0,1,1,3,0,0,1,0
3328785302,1.50446E+12,2275,9,2,2,2,2,1,2,2,5,0,1,0,0,10,5,1,5,1
3223703864,1.4975E+12,1398,9,2,1,2,2,0,2,1,0,0,0,0,1,9,2,0,2,0
3322654390,1.50402E+12,2228,9,2,1,2,0,2,1,2,4,0,0,3,0,5,0,1,1,1
3328234136,1.50444E+12,2196,9,2,2,2,2,2,1,0,3,0,0,1,0,10,2,1,3,0
3325627631,1.50422E+12,1298,9,1,1,1,1,0,0,1,10,2,0,0,1,0,0,0,0,0
3284532496,1.50145E+12,2114,9,2,1,1,2,1,2,1,5,0,1,0,1,7,1,0,4,0
3272381153,1.50059E+12,1898,9,2,2,2,2,0,2,0,0,0,0,0,0,10,2,0,3,0
3326082621,1.50428E+12,2043,9,2,2,1,2,2,1,2,4,0,0,2,0,6,1,1,2,1
3311958899,1.50327E+12,2000,9,2,1,2,2,2,2,2,0,0,0,0,0,11,4,1,4,1
3312573466,1.50332E+12,1947,9,2,2,2,2,2,2,0,2,0,0,0,0,11,5,1,2,0
3312431187,1.50332E+12,2584,9,1,2,1,1,0,1,0,8,1,0,3,0,5,0,0,0,0
3302194558,1.50265E+12,1515,9,1,2,1,1,0,1,1,7,1,0,2,1,1,0,0,0,0
3251662809,1.49921E+12,1808,9,1,1,1,1,1,1,0,10,2,1,2,0,0,0,0,0,0
3326240768,1.50429E+12,1336,9,2,1,1,0,0,1,2,1,0,0,1,0,4,0,0,0,1
3318103812,1.50369E+12,2139,9,1,1,1,1,1,1,1,10,3,2,3,1,3,0,0,1,0
3301012424,1.50257E+12,1970,9,1,1,1,1,1,1,0,8,1,1,4,0,3,0,0,0,0
